provider	dotPath	method	tier	rationale
kie	claude.v1.messages	POST	prohibitive	Media-generation provider (video/image/audio); per-unit cost is request-dependent and routinely exceeds $1
kie	codex.v1.responses	POST	prohibitive	Media-generation provider (video/image/audio); per-unit cost is request-dependent and routinely exceeds $1
kie	gemini.v1.models.gemini35Flash.streamGenerateContent	POST	prohibitive	Media-generation provider (video/image/audio); per-unit cost is request-dependent and routinely exceeds $1
kie	gemini.v1.models.gemini36Flash.streamGenerateContent	POST	prohibitive	Media-generation provider (video/image/audio); per-unit cost is request-dependent and routinely exceeds $1
kie	gemini31Pro.v1.chat.completions	POST	prohibitive	Media-generation provider (video/image/audio); per-unit cost is request-dependent and routinely exceeds $1
kie	gemini25Flash.v1.chat.completions	POST	prohibitive	Media-generation provider (video/image/audio); per-unit cost is request-dependent and routinely exceeds $1
kie	gemini3Flash.v1.chat.completions	POST	prohibitive	Media-generation provider (video/image/audio); per-unit cost is request-dependent and routinely exceeds $1
kie	gemini35FlashOpenai.v1.chat.completions	POST	prohibitive	Media-generation provider (video/image/audio); per-unit cost is request-dependent and routinely exceeds $1
kie	gemini3Pro.v1.chat.completions	POST	prohibitive	Media-generation provider (video/image/audio); per-unit cost is request-dependent and routinely exceeds $1
kie	gemini25Pro.v1.chat.completions	POST	prohibitive	Media-generation provider (video/image/audio); per-unit cost is request-dependent and routinely exceeds $1
kie	grok.v1.responses	POST	prohibitive	Media-generation provider (video/image/audio); per-unit cost is request-dependent and routinely exceeds $1
kimicoding	coding.v1.chat.completions	POST	expensive	Metered LLM provider; per-call token cost bills real money
kimicoding	coding.v1.countTokens	POST	expensive	Metered LLM provider; per-call token cost bills real money
kimicoding	coding.v1.embeddings	POST	expensive	Metered LLM provider; per-call token cost bills real money
kimicoding	coding.v1.messages	POST	expensive	Metered LLM provider; per-call token cost bills real money
kimicoding	coding.v1.models	GET	expensive	Metered LLM provider; per-call token cost bills real money
meta	v25.container	GET	cheap	Instagram Graph posting API; free, no per-call USD compute cost
meta	v25.media	POST	cheap	Instagram Graph posting API; free, no per-call USD compute cost
meta	v25.mediaPublish	POST	cheap	Instagram Graph posting API; free, no per-call USD compute cost
openai	codex.usage	GET	expensive	Metered LLM/inference provider; per-call token cost bills real money
openai	v1.audio.speech	POST	expensive	Metered LLM/inference provider; per-call token cost bills real money
openai	v1.audio.transcriptions	POST	expensive	Metered LLM/inference provider; per-call token cost bills real money
openai	v1.audio.translations	POST	expensive	Metered LLM/inference provider; per-call token cost bills real money
openai	v1.batches	GET	expensive	Metered LLM/inference provider; per-call token cost bills real money
openai	v1.batches	POST	expensive	Metered LLM/inference provider; per-call token cost bills real money
openai	v1.batches.cancel	POST	expensive	Metered LLM/inference provider; per-call token cost bills real money
openai	v1.chat.completions	DELETE	expensive	Metered LLM/inference provider; per-call token cost bills real money
openai	v1.chat.completions	GET	expensive	Metered LLM/inference provider; per-call token cost bills real money
openai	v1.chat.completions	POST	expensive	Metered LLM/inference provider; per-call token cost bills real money
openai	v1.chat.completions.messages	GET	expensive	Metered LLM/inference provider; per-call token cost bills real money
openai	v1.completions	POST	expensive	Metered LLM/inference provider; per-call token cost bills real money
openai	v1.containers	POST	expensive	Metered LLM/inference provider; per-call token cost bills real money
openai	v1.conversations	POST	expensive	Metered LLM/inference provider; per-call token cost bills real money
openai	v1.conversations.retrieve	GET	expensive	Metered LLM/inference provider; per-call token cost bills real money
openai	v1.embeddings	POST	expensive	Metered LLM/inference provider; per-call token cost bills real money
openai	v1.evals	POST	expensive	Metered LLM/inference provider; per-call token cost bills real money
openai	v1.files	DELETE	expensive	Metered LLM/inference provider; per-call token cost bills real money
openai	v1.files	GET	expensive	Metered LLM/inference provider; per-call token cost bills real money
openai	v1.files	POST	expensive	Metered LLM/inference provider; per-call token cost bills real money
openai	v1.files.content	GET	expensive	Metered LLM/inference provider; per-call token cost bills real money
openai	v1.fineTuning.checkpoints.permissions	DELETE	expensive	Metered LLM/inference provider; per-call token cost bills real money
openai	v1.fineTuning.checkpoints.permissions	GET	expensive	Metered LLM/inference provider; per-call token cost bills real money
openai	v1.fineTuning.checkpoints.permissions	POST	expensive	Metered LLM/inference provider; per-call token cost bills real money
openai	v1.fineTuning.jobs	GET	expensive	Metered LLM/inference provider; per-call token cost bills real money
openai	v1.fineTuning.jobs	POST	expensive	Metered LLM/inference provider; per-call token cost bills real money
openai	v1.fineTuning.jobs.cancel	POST	expensive	Metered LLM/inference provider; per-call token cost bills real money
openai	v1.fineTuning.jobs.checkpoints	GET	expensive	Metered LLM/inference provider; per-call token cost bills real money
openai	v1.fineTuning.jobs.events	GET	expensive	Metered LLM/inference provider; per-call token cost bills real money
openai	v1.fineTuning.jobs.pause	POST	expensive	Metered LLM/inference provider; per-call token cost bills real money
openai	v1.fineTuning.jobs.resume	POST	expensive	Metered LLM/inference provider; per-call token cost bills real money
openai	v1.images.edits	POST	expensive	Metered LLM/inference provider; per-call token cost bills real money
openai	v1.images.generations	POST	expensive	Metered LLM/inference provider; per-call token cost bills real money
openai	v1.images.variations	POST	expensive	Metered LLM/inference provider; per-call token cost bills real money
openai	v1.models	DELETE	expensive	Metered LLM/inference provider; per-call token cost bills real money
openai	v1.models	GET	expensive	Metered LLM/inference provider; per-call token cost bills real money
openai	v1.moderations	POST	expensive	Metered LLM/inference provider; per-call token cost bills real money
openai	v1.organization.costs	GET	expensive	Metered LLM/inference provider; per-call token cost bills real money
openai	v1.organization.projects	GET	expensive	Metered LLM/inference provider; per-call token cost bills real money
openai	v1.organization.projects.rateLimits	GET	expensive	Metered LLM/inference provider; per-call token cost bills real money
openai	v1.organization.usage.audioSpeeches	GET	expensive	Metered LLM/inference provider; per-call token cost bills real money
openai	v1.organization.usage.audioTranscriptions	GET	expensive	Metered LLM/inference provider; per-call token cost bills real money
openai	v1.organization.usage.codeInterpreterSessions	GET	expensive	Metered LLM/inference provider; per-call token cost bills real money
openai	v1.organization.usage.completions	GET	expensive	Metered LLM/inference provider; per-call token cost bills real money
openai	v1.organization.usage.embeddings	GET	expensive	Metered LLM/inference provider; per-call token cost bills real money
openai	v1.organization.usage.images	GET	expensive	Metered LLM/inference provider; per-call token cost bills real money
openai	v1.organization.usage.moderations	GET	expensive	Metered LLM/inference provider; per-call token cost bills real money
openai	v1.organization.usage.vectorStores	GET	expensive	Metered LLM/inference provider; per-call token cost bills real money
openai	v1.realtime.clientSecrets	POST	expensive	Metered LLM/inference provider; per-call token cost bills real money
openai	v1.responses	DELETE	expensive	Metered LLM/inference provider; per-call token cost bills real money
openai	v1.responses	GET	expensive	Metered LLM/inference provider; per-call token cost bills real money
openai	v1.responses	POST	expensive	Metered LLM/inference provider; per-call token cost bills real money
openai	v1.responses.cancel	POST	expensive	Metered LLM/inference provider; per-call token cost bills real money
openai	v1.responses.compact	POST	expensive	Metered LLM/inference provider; per-call token cost bills real money
openai	v1.responses.inputItems	GET	expensive	Metered LLM/inference provider; per-call token cost bills real money
openai	v1.responses.inputTokens	POST	expensive	Metered LLM/inference provider; per-call token cost bills real money
openai	v1.uploads	POST	expensive	Metered LLM/inference provider; per-call token cost bills real money
openai	v1.vectorStores	POST	expensive	Metered LLM/inference provider; per-call token cost bills real money
openf1	token	POST	cheap	Free public Formula 1 data API; no per-call USD cost
openf1	v1.carData	GET	cheap	Free public Formula 1 data API; no per-call USD cost
openf1	v1.championshipDrivers	GET	cheap	Free public Formula 1 data API; no per-call USD cost
openf1	v1.championshipTeams	GET	cheap	Free public Formula 1 data API; no per-call USD cost
openf1	v1.drivers	GET	cheap	Free public Formula 1 data API; no per-call USD cost
openf1	v1.intervals	GET	cheap	Free public Formula 1 data API; no per-call USD cost
openf1	v1.laps	GET	cheap	Free public Formula 1 data API; no per-call USD cost
openf1	v1.location	GET	cheap	Free public Formula 1 data API; no per-call USD cost
openf1	v1.meetings	GET	cheap	Free public Formula 1 data API; no per-call USD cost
openf1	v1.overtakes	GET	cheap	Free public Formula 1 data API; no per-call USD cost
openf1	v1.pit	GET	cheap	Free public Formula 1 data API; no per-call USD cost
openf1	v1.position	GET	cheap	Free public Formula 1 data API; no per-call USD cost
openf1	v1.raceControl	GET	cheap	Free public Formula 1 data API; no per-call USD cost
openf1	v1.sessionResult	GET	cheap	Free public Formula 1 data API; no per-call USD cost
openf1	v1.sessions	GET	cheap	Free public Formula 1 data API; no per-call USD cost
openf1	v1.startingGrid	GET	cheap	Free public Formula 1 data API; no per-call USD cost
openf1	v1.stints	GET	cheap	Free public Formula 1 data API; no per-call USD cost
openf1	v1.teamRadio	GET	cheap	Free public Formula 1 data API; no per-call USD cost
openf1	v1.weather	GET	cheap	Free public Formula 1 data API; no per-call USD cost
openligadb	getavailablegroups	GET	cheap	Free public soccer match-data API; no per-call USD cost
openligadb	getavailableleagues	GET	cheap	Free public soccer match-data API; no per-call USD cost
openligadb	getavailableleagues.bySeason	GET	cheap	Free public soccer match-data API; no per-call USD cost
openligadb	getavailablesports	GET	cheap	Free public soccer match-data API; no per-call USD cost
openligadb	getavailableteams	GET	cheap	Free public soccer match-data API; no per-call USD cost
openligadb	getbltable	GET	cheap	Free public soccer match-data API; no per-call USD cost
openligadb	getcurrentgroup	GET	cheap	Free public soccer match-data API; no per-call USD cost
openligadb	getgoalgetters	GET	cheap	Free public soccer match-data API; no per-call USD cost
openligadb	getgrouptable	GET	cheap	Free public soccer match-data API; no per-call USD cost
openligadb	getlastchangedate	GET	cheap	Free public soccer match-data API; no per-call USD cost
openligadb	getlastmatchbyleagueshortcut	GET	cheap	Free public soccer match-data API; no per-call USD cost
openligadb	getlastmatchbyleagueteam	GET	cheap	Free public soccer match-data API; no per-call USD cost
openligadb	getmatchdata.byId	GET	cheap	Free public soccer match-data API; no per-call USD cost
openligadb	getmatchdata.byLeagueSeason	GET	cheap	Free public soccer match-data API; no per-call USD cost
openligadb	getmatchdata.byLeagueSeasonGroup	GET	cheap	Free public soccer match-data API; no per-call USD cost
openligadb	getmatchdata.byLeagueSeasonTeam	GET	cheap	Free public soccer match-data API; no per-call USD cost
openligadb	getmatchdata.byTeams	GET	cheap	Free public soccer match-data API; no per-call USD cost
openligadb	getmatchesbyteam	GET	cheap	Free public soccer match-data API; no per-call USD cost
openligadb	getmatchesbyteamid	GET	cheap	Free public soccer match-data API; no per-call USD cost
openligadb	getnextmatchbyleagueshortcut	GET	cheap	Free public soccer match-data API; no per-call USD cost
openligadb	getnextmatchbyleagueteam	GET	cheap	Free public soccer match-data API; no per-call USD cost
openligadb	getresultinfos	GET	cheap	Free public soccer match-data API; no per-call USD cost
openligadb	swagger.v1.swaggerJson	GET	cheap	Free public soccer match-data API; no per-call USD cost
polymarket	clob.auth.apiKey	DELETE	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	clob.auth.apiKey	POST	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	clob.auth.apiKeys	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	clob.auth.banStatus.closedOnly	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	clob.auth.builderApiKey	DELETE	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	clob.auth.builderApiKey	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	clob.auth.builderApiKey	POST	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	clob.auth.deriveApiKey	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	clob.balanceAllowance	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	clob.balanceAllowance	PUT	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	clob.balanceAllowance.update	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	clob.batchPricesHistory	POST	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	clob.book	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	clob.books	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	clob.books	POST	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	clob.builderTrades	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	clob.cancelAll	DELETE	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	clob.cancelMarketOrders	DELETE	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	clob.clobMarkets	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	clob.data.order	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	clob.data.orders	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	clob.data.trades	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	clob.feeRate	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	clob.feeRateByQuery	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	clob.heartbeats	POST	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	clob.lastTradePrice	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	clob.lastTradesPrices	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	clob.lastTradesPrices	POST	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	clob.marketLiveActivity	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	clob.markets	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	clob.marketsByToken	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	clob.marketsLiveActivity	POST	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	clob.midpoint	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	clob.midpoints	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	clob.midpoints	POST	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	clob.negRisk	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	clob.negRiskByQuery	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	clob.notifications	DELETE	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	clob.notifications	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	clob.order	DELETE	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	clob.order	POST	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	clob.orderScoring	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	clob.orders	DELETE	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	clob.orders	POST	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	clob.ordersScoring	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	clob.ordersScoring	POST	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	clob.placeOrder	POST	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	clob.price	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	clob.prices	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	clob.prices	POST	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	clob.pricesHistory	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	clob.rebates.current	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	clob.rewards.markets.byCondition	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	clob.rewards.markets.current	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	clob.rewards.markets.multi	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	clob.rewards.user	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	clob.rewards.userMarkets	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	clob.rewards.userPercentages	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	clob.rewards.userTotal	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	clob.samplingMarkets	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	clob.samplingSimplifiedMarkets	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	clob.simplifiedMarkets	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	clob.spread	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	clob.spreads	POST	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	clob.tickSize	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	clob.tickSizeByQuery	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	clob.time	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	clob.v1.heartbeats	POST	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	data.accounting.snapshot	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	data.activity	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	data.activity.combos	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	data.builders.leaderboard	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	data.builders.volume	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	data.closedPositions	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	data.health	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	data.holders	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	data.leaderboard	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	data.liveVolume	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	data.marketPositions	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	data.oi	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	data.positions	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	data.positions.combos	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	data.traded	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	data.trades	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	data.value	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	gamma.comments	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	gamma.comments.byUser	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	gamma.events	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	gamma.events.keyset	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	gamma.events.slug	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	gamma.events.tags	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	gamma.markets	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	gamma.markets.keyset	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	gamma.markets.slug	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	gamma.markets.tags	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	gamma.publicProfile	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	gamma.search	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	gamma.series	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	gamma.sports	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	gamma.sports.marketTypes	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	gamma.status	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	gamma.tags	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	gamma.tags.relatedTags	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	gamma.tags.relatedTags.slug	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	gamma.tags.relatedTags.tags	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	gamma.tags.relatedTags.tags.slug	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	gamma.tags.slug	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
polymarket	gamma.teams	GET	cheap	Gamma/Data/CLOB market-data + trading REST; the API call itself has no USD compute cost (order settlement is on-chain, not an API charge)
quo	v1.messages	POST	expensive	Metered SMS provider; per-segment messaging charges bill real money
s3	buckets.create	PUT	cheap	S3-compatible object-storage request ops; per-request cost << $0.01
s3	buckets.createMetadataConfiguration	POST	cheap	S3-compatible object-storage request ops; per-request cost << $0.01
s3	buckets.createMetadataTableConfiguration	POST	cheap	S3-compatible object-storage request ops; per-request cost << $0.01
s3	buckets.createSession	GET	cheap	S3-compatible object-storage request ops; per-request cost << $0.01
s3	buckets.del	DELETE	cheap	S3-compatible object-storage request ops; per-request cost << $0.01
s3	buckets.delAnalytics	DELETE	cheap	S3-compatible object-storage request ops; per-request cost << $0.01
s3	buckets.delCors	DELETE	cheap	S3-compatible object-storage request ops; per-request cost << $0.01
s3	buckets.delEncryption	DELETE	cheap	S3-compatible object-storage request ops; per-request cost << $0.01
s3	buckets.delIntelligentTiering	DELETE	cheap	S3-compatible object-storage request ops; per-request cost << $0.01
s3	buckets.delInventory	DELETE	cheap	S3-compatible object-storage request ops; per-request cost << $0.01
s3	buckets.delLifecycle	DELETE	cheap	S3-compatible object-storage request ops; per-request cost << $0.01
s3	buckets.delMetadataConfiguration	DELETE	cheap	S3-compatible object-storage request ops; per-request cost << $0.01
s3	buckets.delMetadataTableConfiguration	DELETE	cheap	S3-compatible object-storage request ops; per-request cost << $0.01
